Id,code_module_x,code_presentation_x_x,gender,region,highest_education,imd_band,age_band,num_of_prev_attempts,studied_credits,score,final_result
546,AAA,2014J,M,South East Region,Lower Than A Level,50-60%,0-35,0,60,60,Withdrawn
547,AAA,2014J,F,North Western Region,A Level or Equivalent,90-100%,35-55,0,120,58,Withdrawn
548,AAA,2014J,F,North Western Region,A Level or Equivalent,90-100%,35-55,0,120,58,Withdrawn
549,AAA,2013J,F,East Anglian Region,A Level or Equivalent,70-80%,0-35,0,60,68,Withdrawn
550,AAA,2013J,F,East Anglian Region,A Level or Equivalent,70-80%,0-35,0,60,68,Withdrawn
551,AAA,2014J,F,East Anglian Region,A Level or Equivalent,70-80%,0-35,1,60,68,Fail
552,AAA,2014J,F,East Anglian Region,A Level or Equivalent,70-80%,0-35,1,60,68,Fail
553,AAA,2013J,M,South Region,Lower Than A Level,70-80%,35-55,0,60,67,Withdrawn
554,AAA,2013J,M,South Region,Lower Than A Level,70-80%,35-55,0,60,67,Withdrawn
555,AAA,2014J,M,South Region,Lower Than A Level,70-80%,35-55,1,60,67,Pass
556,AAA,2014J,M,South Region,Lower Than A Level,70-80%,35-55,1,60,67,Pass
557,AAA,2013J,M,West Midlands Region,A Level or Equivalent,50-60%,0-35,0,60,82,Withdrawn
558,AAA,2013J,M,West Midlands Region,A Level or Equivalent,50-60%,0-35,0,60,82,Withdrawn
559,AAA,2013J,M,West Midlands Region,A Level or Equivalent,50-60%,0-35,0,60,82,Withdrawn
560,AAA,2013J,M,West Midlands Region,A Level or Equivalent,50-60%,0-35,0,60,82,Withdrawn
561,AAA,2014J,M,West Midlands Region,A Level or Equivalent,50-60%,0-35,1,60,82,Withdrawn
562,AAA,2014J,M,West Midlands Region,A Level or Equivalent,50-60%,0-35,1,60,82,Withdrawn
563,AAA,2014J,M,West Midlands Region,A Level or Equivalent,50-60%,0-35,1,60,82,Withdrawn
564,AAA,2014J,M,West Midlands Region,A Level or Equivalent,50-60%,0-35,1,60,82,Withdrawn
565,AAA,2013J,F,South East Region,Lower Than A Level,90-100%,35-55,0,60,47,Withdrawn
566,AAA,2013J,F,South East Region,Lower Than A Level,90-100%,35-55,0,60,47,Withdrawn
567,AAA,2014J,F,South East Region,Lower Than A Level,90-100%,35-55,1,60,47,Pass
568,AAA,2014J,F,South East Region,Lower Than A Level,90-100%,35-55,1,60,47,Pass
569,AAA,2013J,M,South West Region,A Level or Equivalent,90-100%,0-35,0,345,52,Withdrawn
570,AAA,2013J,M,South West Region,A Level or Equivalent,90-100%,0-35,0,345,52,Withdrawn
571,AAA,2014J,M,South West Region,A Level or Equivalent,90-100%,0-35,1,210,52,Pass
572,AAA,2014J,M,South West Region,A Level or Equivalent,90-100%,0-35,1,210,52,Pass
573,AAA,2013J,F,North Western Region,A Level or Equivalent,30-40%,35-55,0,60,85,Withdrawn
574,AAA,2013J,F,North Western Region,A Level or Equivalent,30-40%,35-55,0,60,85,Withdrawn
575,AAA,2014J,F,North Western Region,A Level or Equivalent,30-40%,35-55,1,60,85,Pass
576,AAA,2014J,F,North Western Region,A Level or Equivalent,30-40%,35-55,1,60,85,Pass
577,AAA,2013J,F,East Anglian Region,Lower Than A Level,70-80%,0-35,0,60,76,Withdrawn
578,AAA,2013J,F,East Anglian Region,Lower Than A Level,70-80%,0-35,0,60,76,Withdrawn
579,AAA,2014J,F,East Anglian Region,Lower Than A Level,70-80%,0-35,1,120,76,Pass
580,AAA,2014J,F,East Anglian Region,Lower Than A Level,70-80%,0-35,1,120,76,Pass
581,AAA,2013J,M,East Midlands Region,A Level or Equivalent,40-50%,35-55,0,60,68,Withdrawn
582,AAA,2013J,M,East Midlands Region,A Level or Equivalent,40-50%,35-55,0,60,68,Withdrawn
583,AAA,2013J,M,East Midlands Region,A Level or Equivalent,40-50%,35-55,0,60,68,Withdrawn
584,AAA,2013J,M,East Midlands Region,A Level or Equivalent,40-50%,35-55,0,60,68,Withdrawn
585,AAA,2014J,M,East Midlands Region,A Level or Equivalent,40-50%,35-55,1,60,68,Withdrawn
586,AAA,2014J,M,East Midlands Region,A Level or Equivalent,40-50%,35-55,1,60,68,Withdrawn
587,AAA,2014J,M,East Midlands Region,A Level or Equivalent,40-50%,35-55,1,60,68,Withdrawn
588,AAA,2014J,M,East Midlands Region,A Level or Equivalent,40-50%,35-55,1,60,68,Withdrawn
589,AAA,2013J,M,Yorkshire Region,A Level or Equivalent,70-80%,35-55,0,120,73,Withdrawn
590,AAA,2013J,M,Yorkshire Region,A Level or Equivalent,70-80%,35-55,0,120,73,Withdrawn
591,AAA,2014J,M,Yorkshire Region,A Level or Equivalent,70-80%,35-55,1,60,73,Pass
592,AAA,2014J,M,Yorkshire Region,A Level or Equivalent,70-80%,35-55,1,60,73,Pass
593,AAA,2013J,M,Yorkshire Region,A Level or Equivalent,90-100%,0-35,0,240,30,Withdrawn
594,AAA,2013J,M,Yorkshire Region,A Level or Equivalent,90-100%,0-35,0,240,30,Withdrawn
595,AAA,2014J,M,Yorkshire Region,A Level or Equivalent,90-100%,0-35,1,180,30,Pass
596,AAA,2014J,M,Yorkshire Region,A Level or Equivalent,90-100%,0-35,1,180,30,Pass
597,AAA,2013J,F,South East Region,A Level or Equivalent,60-70%,0-35,0,60,65,Withdrawn
598,AAA,2013J,F,South East Region,A Level or Equivalent,60-70%,0-35,0,60,65,Withdrawn
599,AAA,2013J,F,South East Region,A Level or Equivalent,60-70%,0-35,0,60,65,Withdrawn
600,AAA,2013J,F,South East Region,A Level or Equivalent,60-70%,0-35,0,60,65,Withdrawn
601,AAA,2014J,F,South East Region,A Level or Equivalent,60-70%,0-35,1,120,65,Withdrawn
602,AAA,2014J,F,South East Region,A Level or Equivalent,60-70%,0-35,1,120,65,Withdrawn
603,AAA,2014J,F,South East Region,A Level or Equivalent,60-70%,0-35,1,120,65,Withdrawn
604,AAA,2014J,F,South East Region,A Level or Equivalent,60-70%,0-35,1,120,65,Withdrawn
605,AAA,2013J,F,South Region,HE Qualification,90-100%,35-55,0,60,84,Withdrawn
606,AAA,2013J,F,South Region,HE Qualification,90-100%,35-55,0,60,84,Withdrawn
607,AAA,2014J,F,South Region,HE Qualification,90-100%,35-55,1,60,84,Distinction
608,AAA,2014J,F,South Region,HE Qualification,90-100%,35-55,1,60,84,Distinction
609,AAA,2013J,F,South East Region,A Level or Equivalent,20-30%,0-35,0,60,87,Withdrawn
610,AAA,2013J,F,South East Region,A Level or Equivalent,20-30%,0-35,0,60,87,Withdrawn
611,AAA,2014J,F,South East Region,A Level or Equivalent,20-30%,0-35,1,60,87,Pass
612,AAA,2014J,F,South East Region,A Level or Equivalent,20-30%,0-35,1,60,87,Pass
613,AAA,2013J,F,West Midlands Region,HE Qualification,70-80%,0-35,0,60,95,Withdrawn
614,AAA,2013J,F,West Midlands Region,HE Qualification,70-80%,0-35,0,60,95,Withdrawn
615,AAA,2014J,F,West Midlands Region,HE Qualification,70-80%,0-35,1,60,95,Pass
616,AAA,2014J,F,West Midlands Region,HE Qualification,70-80%,0-35,1,60,95,Pass
617,AAA,2013J,M,Scotland,A Level or Equivalent,0-10%,0-35,0,90,80,Withdrawn
618,AAA,2013J,M,Scotland,A Level or Equivalent,0-10%,0-35,0,90,80,Withdrawn
619,AAA,2014J,M,Scotland,A Level or Equivalent,0-10%,0-35,1,90,80,Pass
620,AAA,2014J,M,Scotland,A Level or Equivalent,0-10%,0-35,1,90,80,Pass
621,AAA,2013J,M,West Midlands Region,HE Qualification,0-10%,35-55,0,90,52,Withdrawn
622,AAA,2013J,M,West Midlands Region,HE Qualification,0-10%,35-55,0,90,52,Withdrawn
623,AAA,2014J,M,West Midlands Region,HE Qualification,0-10%,35-55,1,60,52,Fail
624,AAA,2014J,M,West Midlands Region,HE Qualification,0-10%,35-55,1,60,52,Fail
625,AAA,2013J,M,South East Region,HE Qualification,90-100%,35-55,0,60,66,Withdrawn
626,AAA,2013J,M,South East Region,HE Qualification,90-100%,35-55,0,60,66,Withdrawn
627,AAA,2013J,M,South East Region,HE Qualification,90-100%,35-55,0,60,66,Withdrawn
628,AAA,2013J,M,South East Region,HE Qualification,90-100%,35-55,0,60,66,Withdrawn
629,AAA,2014J,M,South East Region,HE Qualification,90-100%,35-55,1,60,66,Withdrawn
630,AAA,2014J,M,South East Region,HE Qualification,90-100%,35-55,1,60,66,Withdrawn
631,AAA,2014J,M,South East Region,HE Qualification,90-100%,35-55,1,60,66,Withdrawn
632,AAA,2014J,M,South East Region,HE Qualification,90-100%,35-55,1,60,66,Withdrawn
633,AAA,2013J,M,Yorkshire Region,A Level or Equivalent,20-30%,35-55,0,60,72,Withdrawn
634,AAA,2013J,M,Yorkshire Region,A Level or Equivalent,20-30%,35-55,0,60,72,Withdrawn
635,AAA,2014J,M,Yorkshire Region,A Level or Equivalent,20-30%,35-55,1,60,72,Pass
636,AAA,2014J,M,Yorkshire Region,A Level or Equivalent,20-30%,35-55,1,60,72,Pass
637,AAA,2013J,M,West Midlands Region,Lower Than A Level,0-10%,35-55,0,60,90,Withdrawn
638,AAA,2013J,M,West Midlands Region,Lower Than A Level,0-10%,35-55,0,60,90,Withdrawn
639,AAA,2014J,M,West Midlands Region,Lower Than A Level,0-10%,35-55,1,120,90,Pass
640,AAA,2014J,M,West Midlands Region,Lower Than A Level,0-10%,35-55,1,120,90,Pass
641,AAA,2013J,F,London Region,Lower Than A Level,30-40%,35-55,0,60,53,Withdrawn
642,AAA,2013J,F,London Region,Lower Than A Level,30-40%,35-55,0,60,53,Withdrawn
643,AAA,2014J,F,London Region,Lower Than A Level,30-40%,35-55,1,60,53,Fail
644,AAA,2014J,F,London Region,Lower Than A Level,30-40%,35-55,1,60,53,Fail
645,AAA,2013J,M,London Region,A Level or Equivalent,50-60%,35-55,0,120,62,Withdrawn
646,AAA,2013J,M,London Region,A Level or Equivalent,50-60%,35-55,0,120,62,Withdrawn
647,AAA,2014J,M,London Region,A Level or Equivalent,50-60%,35-55,1,60,62,Pass
648,AAA,2014J,M,London Region,A Level or Equivalent,50-60%,35-55,1,60,62,Pass
649,AAA,2013J,M,Wales,A Level or Equivalent,90-100%,35-55,0,60,78,Withdrawn
650,AAA,2013J,M,Wales,A Level or Equivalent,90-100%,35-55,0,60,78,Withdrawn
651,AAA,2014J,M,Wales,A Level or Equivalent,90-100%,35-55,1,60,78,Pass
652,AAA,2014J,M,Wales,A Level or Equivalent,90-100%,35-55,1,60,78,Pass
653,AAA,2013J,F,East Anglian Region,A Level or Equivalent,70-80%,0-35,0,180,69,Withdrawn
654,AAA,2013J,F,East Anglian Region,A Level or Equivalent,70-80%,0-35,0,180,69,Withdrawn
655,AAA,2014J,F,East Anglian Region,A Level or Equivalent,70-80%,0-35,1,60,69,Pass
656,AAA,2014J,F,East Anglian Region,A Level or Equivalent,70-80%,0-35,1,60,69,Pass
657,AAA,2013J,F,Scotland,HE Qualification,50-60%,55<=,0,60,67,Withdrawn
658,AAA,2013J,F,Scotland,HE Qualification,50-60%,55<=,0,60,67,Withdrawn
659,AAA,2014J,F,Scotland,HE Qualification,50-60%,55<=,1,60,67,Fail
660,AAA,2014J,F,Scotland,HE Qualification,50-60%,55<=,1,60,67,Fail
661,AAA,2013J,M,South Region,A Level or Equivalent,90-100%,0-35,0,120,77,Withdrawn
662,AAA,2013J,M,South Region,A Level or Equivalent,90-100%,0-35,0,120,77,Withdrawn
663,AAA,2014J,M,South Region,A Level or Equivalent,90-100%,0-35,1,60,77,Pass
664,AAA,2014J,M,South Region,A Level or Equivalent,90-100%,0-35,1,60,77,Pass
665,AAA,2014J,M,South Region,Lower Than A Level,80-90%,35-55,0,60,60,Withdrawn
666,AAA,2014J,M,South Region,Lower Than A Level,80-90%,35-55,0,60,60,Withdrawn
667,AAA,2014J,M,South East Region,Lower Than A Level,Oct-20,35-55,0,60,58,Withdrawn
668,AAA,2014J,M,South East Region,Lower Than A Level,Oct-20,35-55,0,60,58,Withdrawn
669,AAA,2014J,M,South East Region,Lower Than A Level,90-100%,0-35,0,60,32,Withdrawn
670,AAA,2014J,M,South East Region,Lower Than A Level,90-100%,0-35,0,60,32,Withdrawn
671,AAA,2014J,F,South West Region,A Level or Equivalent,60-70%,35-55,0,60,67,Withdrawn
672,AAA,2014J,F,South West Region,A Level or Equivalent,60-70%,35-55,0,60,67,Withdrawn
673,AAA,2014J,F,Wales,A Level or Equivalent,0-10%,0-35,0,120,56,Withdrawn
674,AAA,2014J,F,Wales,A Level or Equivalent,0-10%,0-35,0,120,56,Withdrawn
675,AAA,2014J,F,South East Region,A Level or Equivalent,80-90%,0-35,0,60,70,Withdrawn
676,AAA,2014J,F,South East Region,A Level or Equivalent,80-90%,0-35,0,60,70,Withdrawn
677,AAA,2014J,M,East Anglian Region,Lower Than A Level,40-50%,0-35,0,120,46,Withdrawn
678,AAA,2014J,M,East Anglian Region,Lower Than A Level,40-50%,0-35,0,120,46,Withdrawn
679,AAA,2014J,F,London Region,A Level or Equivalent,20-30%,0-35,0,60,40,Withdrawn
680,AAA,2014J,F,London Region,A Level or Equivalent,20-30%,0-35,0,60,40,Withdrawn
681,AAA,2014J,M,East Anglian Region,HE Qualification,Oct-20,0-35,0,120,69,Withdrawn
682,AAA,2014J,M,East Anglian Region,HE Qualification,Oct-20,0-35,0,120,69,Withdrawn
683,AAA,2014J,M,Scotland,HE Qualification,40-50%,35-55,0,120,40,Withdrawn
684,AAA,2014J,M,Scotland,HE Qualification,40-50%,35-55,0,120,40,Withdrawn
685,AAA,2014J,M,West Midlands Region,A Level or Equivalent,60-70%,0-35,0,60,38,Withdrawn
686,AAA,2014J,M,West Midlands Region,A Level or Equivalent,60-70%,0-35,0,60,38,Withdrawn
687,AAA,2014J,F,North Western Region,A Level or Equivalent,20-30%,0-35,0,60,78,Withdrawn
688,AAA,2014J,F,North Western Region,A Level or Equivalent,20-30%,0-35,0,60,78,Withdrawn
689,AAA,2014J,F,South Region,A Level or Equivalent,70-80%,0-35,0,60,68,Withdrawn
690,AAA,2014J,F,South Region,A Level or Equivalent,70-80%,0-35,0,60,68,Withdrawn
691,AAA,2014J,F,West Midlands Region,A Level or Equivalent,20-30%,0-35,0,60,70,Withdrawn
692,AAA,2014J,F,West Midlands Region,A Level or Equivalent,20-30%,0-35,0,60,70,Withdrawn
693,AAA,2014J,M,South Region,A Level or Equivalent,90-100%,0-35,0,120,68,Withdrawn
694,AAA,2014J,M,South Region,A Level or Equivalent,90-100%,0-35,0,120,68,Withdrawn
695,AAA,2014J,M,South Region,HE Qualification,50-60%,0-35,0,120,54,Withdrawn
696,AAA,2014J,M,South Region,HE Qualification,50-60%,0-35,0,120,54,Withdrawn
697,AAA,2014J,M,East Anglian Region,A Level or Equivalent,90-100%,0-35,0,120,81,Withdrawn
698,AAA,2014J,M,East Anglian Region,A Level or Equivalent,90-100%,0-35,0,120,81,Withdrawn
699,AAA,2014J,M,South West Region,HE Qualification,70-80%,0-35,0,60,36,Withdrawn
700,AAA,2014J,M,South West Region,HE Qualification,70-80%,0-35,0,60,36,Withdrawn
701,AAA,2014J,M,Yorkshire Region,A Level or Equivalent,80-90%,0-35,0,240,60,Withdrawn
702,AAA,2014J,M,Yorkshire Region,A Level or Equivalent,80-90%,0-35,0,240,60,Withdrawn
703,AAA,2014J,M,Scotland,HE Qualification,80-90%,0-35,0,120,69,Withdrawn
704,AAA,2014J,M,Scotland,HE Qualification,80-90%,0-35,0,120,69,Withdrawn
705,AAA,2014J,M,South Region,HE Qualification,60-70%,0-35,0,60,70,Withdrawn
706,AAA,2014J,M,South Region,HE Qualification,60-70%,0-35,0,60,70,Withdrawn
707,AAA,2014J,M,South West Region,HE Qualification,70-80%,55<=,0,60,72,Withdrawn
708,AAA,2014J,M,South West Region,HE Qualification,70-80%,55<=,0,60,72,Withdrawn
709,AAA,2014J,F,South Region,A Level or Equivalent,90-100%,55<=,0,60,65,Withdrawn
710,AAA,2014J,F,South Region,A Level or Equivalent,90-100%,55<=,0,60,65,Withdrawn
711,AAA,2014J,F,South East Region,Lower Than A Level,60-70%,35-55,0,60,78,Withdrawn
712,AAA,2014J,F,South East Region,Lower Than A Level,60-70%,35-55,0,60,78,Withdrawn
713,AAA,2014J,F,South West Region,Lower Than A Level,30-40%,35-55,0,120,56,Withdrawn
714,AAA,2014J,F,South West Region,Lower Than A Level,30-40%,35-55,0,120,56,Withdrawn
715,AAA,2014J,F,West Midlands Region,A Level or Equivalent,30-40%,0-35,0,60,30,Withdrawn
716,AAA,2014J,F,West Midlands Region,A Level or Equivalent,30-40%,0-35,0,60,30,Withdrawn
717,AAA,2014J,F,East Midlands Region,HE Qualification,70-80%,35-55,0,60,47,Withdrawn
718,AAA,2014J,F,East Midlands Region,HE Qualification,70-80%,35-55,0,60,47,Withdrawn
719,AAA,2013J,M,South Region,Lower Than A Level,70-80%,35-55,0,60,57,Withdrawn
720,AAA,2013J,M,South Region,Lower Than A Level,70-80%,35-55,0,60,57,Withdrawn
721,AAA,2014J,M,South Region,Lower Than A Level,70-80%,35-55,1,60,57,Pass
722,AAA,2014J,M,South Region,Lower Than A Level,70-80%,35-55,1,60,57,Pass
723,AAA,2013J,M,West Midlands Region,A Level or Equivalent,50-60%,0-35,0,60,76,Withdrawn
724,AAA,2013J,M,West Midlands Region,A Level or Equivalent,50-60%,0-35,0,60,76,Withdrawn
725,AAA,2013J,M,West Midlands Region,A Level or Equivalent,50-60%,0-35,0,60,76,Withdrawn
726,AAA,2013J,M,West Midlands Region,A Level or Equivalent,50-60%,0-35,0,60,76,Withdrawn
727,AAA,2014J,M,West Midlands Region,A Level or Equivalent,50-60%,0-35,1,60,76,Withdrawn
728,AAA,2014J,M,West Midlands Region,A Level or Equivalent,50-60%,0-35,1,60,76,Withdrawn
729,AAA,2014J,M,West Midlands Region,A Level or Equivalent,50-60%,0-35,1,60,76,Withdrawn
730,AAA,2014J,M,West Midlands Region,A Level or Equivalent,50-60%,0-35,1,60,76,Withdrawn
731,AAA,2013J,F,South East Region,Lower Than A Level,90-100%,35-55,0,60,56,Withdrawn
732,AAA,2013J,F,South East Region,Lower Than A Level,90-100%,35-55,0,60,56,Withdrawn
733,AAA,2014J,F,South East Region,Lower Than A Level,90-100%,35-55,1,60,56,Pass
734,AAA,2014J,F,South East Region,Lower Than A Level,90-100%,35-55,1,60,56,Pass
735,AAA,2013J,M,South West Region,A Level or Equivalent,90-100%,0-35,0,345,39,Withdrawn
736,AAA,2013J,M,South West Region,A Level or Equivalent,90-100%,0-35,0,345,39,Withdrawn
737,AAA,2014J,M,South West Region,A Level or Equivalent,90-100%,0-35,1,210,39,Pass
738,AAA,2014J,M,South West Region,A Level or Equivalent,90-100%,0-35,1,210,39,Pass
739,AAA,2013J,F,North Western Region,A Level or Equivalent,30-40%,35-55,0,60,90,Withdrawn
740,AAA,2013J,F,North Western Region,A Level or Equivalent,30-40%,35-55,0,60,90,Withdrawn
741,AAA,2014J,F,North Western Region,A Level or Equivalent,30-40%,35-55,1,60,90,Pass
742,AAA,2014J,F,North Western Region,A Level or Equivalent,30-40%,35-55,1,60,90,Pass
743,AAA,2013J,F,East Anglian Region,Lower Than A Level,70-80%,0-35,0,60,78,Withdrawn
744,AAA,2013J,F,East Anglian Region,Lower Than A Level,70-80%,0-35,0,60,78,Withdrawn
745,AAA,2014J,F,East Anglian Region,Lower Than A Level,70-80%,0-35,1,120,78,Pass
746,AAA,2014J,F,East Anglian Region,Lower Than A Level,70-80%,0-35,1,120,78,Pass
747,AAA,2013J,M,East Midlands Region,A Level or Equivalent,40-50%,35-55,0,60,75,Withdrawn
748,AAA,2013J,M,East Midlands Region,A Level or Equivalent,40-50%,35-55,0,60,75,Withdrawn
749,AAA,2013J,M,East Midlands Region,A Level or Equivalent,40-50%,35-55,0,60,75,Withdrawn
750,AAA,2013J,M,East Midlands Region,A Level or Equivalent,40-50%,35-55,0,60,75,Withdrawn
751,AAA,2014J,M,East Midlands Region,A Level or Equivalent,40-50%,35-55,1,60,75,Withdrawn
752,AAA,2014J,M,East Midlands Region,A Level or Equivalent,40-50%,35-55,1,60,75,Withdrawn
753,AAA,2014J,M,East Midlands Region,A Level or Equivalent,40-50%,35-55,1,60,75,Withdrawn
754,AAA,2014J,M,East Midlands Region,A Level or Equivalent,40-50%,35-55,1,60,75,Withdrawn
755,AAA,2013J,M,Yorkshire Region,A Level or Equivalent,70-80%,35-55,0,120,63,Withdrawn
756,AAA,2013J,M,Yorkshire Region,A Level or Equivalent,70-80%,35-55,0,120,63,Withdrawn
757,AAA,2014J,M,Yorkshire Region,A Level or Equivalent,70-80%,35-55,1,60,63,Pass
758,AAA,2014J,M,Yorkshire Region,A Level or Equivalent,70-80%,35-55,1,60,63,Pass
759,AAA,2013J,M,Yorkshire Region,A Level or Equivalent,90-100%,0-35,0,240,69,Withdrawn
760,AAA,2013J,M,Yorkshire Region,A Level or Equivalent,90-100%,0-35,0,240,69,Withdrawn
761,AAA,2014J,M,Yorkshire Region,A Level or Equivalent,90-100%,0-35,1,180,69,Pass
762,AAA,2014J,M,Yorkshire Region,A Level or Equivalent,90-100%,0-35,1,180,69,Pass
763,AAA,2013J,F,South East Region,A Level or Equivalent,60-70%,0-35,0,60,68,Withdrawn
764,AAA,2013J,F,South East Region,A Level or Equivalent,60-70%,0-35,0,60,68,Withdrawn
765,AAA,2013J,F,South East Region,A Level or Equivalent,60-70%,0-35,0,60,68,Withdrawn
766,AAA,2013J,F,South East Region,A Level or Equivalent,60-70%,0-35,0,60,68,Withdrawn
767,AAA,2014J,F,South East Region,A Level or Equivalent,60-70%,0-35,1,120,68,Withdrawn
768,AAA,2014J,F,South East Region,A Level or Equivalent,60-70%,0-35,1,120,68,Withdrawn
769,AAA,2014J,F,South East Region,A Level or Equivalent,60-70%,0-35,1,120,68,Withdrawn
770,AAA,2014J,F,South East Region,A Level or Equivalent,60-70%,0-35,1,120,68,Withdrawn
771,AAA,2013J,F,South Region,HE Qualification,90-100%,35-55,0,60,83,Withdrawn
772,AAA,2013J,F,South Region,HE Qualification,90-100%,35-55,0,60,83,Withdrawn
773,AAA,2014J,F,South Region,HE Qualification,90-100%,35-55,1,60,83,Distinction
774,AAA,2014J,F,South Region,HE Qualification,90-100%,35-55,1,60,83,Distinction
775,AAA,2013J,F,South East Region,A Level or Equivalent,20-30%,0-35,0,60,86,Withdrawn
776,AAA,2013J,F,South East Region,A Level or Equivalent,20-30%,0-35,0,60,86,Withdrawn
777,AAA,2014J,F,South East Region,A Level or Equivalent,20-30%,0-35,1,60,86,Pass
778,AAA,2014J,F,South East Region,A Level or Equivalent,20-30%,0-35,1,60,86,Pass
779,AAA,2013J,F,West Midlands Region,HE Qualification,70-80%,0-35,0,60,85,Withdrawn
780,AAA,2013J,F,West Midlands Region,HE Qualification,70-80%,0-35,0,60,85,Withdrawn
781,AAA,2014J,F,West Midlands Region,HE Qualification,70-80%,0-35,1,60,85,Pass
782,AAA,2014J,F,West Midlands Region,HE Qualification,70-80%,0-35,1,60,85,Pass
783,AAA,2013J,M,Scotland,A Level or Equivalent,0-10%,0-35,0,90,54,Withdrawn
784,AAA,2013J,M,Scotland,A Level or Equivalent,0-10%,0-35,0,90,54,Withdrawn
785,AAA,2014J,M,Scotland,A Level or Equivalent,0-10%,0-35,1,90,54,Pass
786,AAA,2014J,M,Scotland,A Level or Equivalent,0-10%,0-35,1,90,54,Pass
787,AAA,2013J,M,West Midlands Region,HE Qualification,0-10%,35-55,0,90,60,Withdrawn
788,AAA,2013J,M,West Midlands Region,HE Qualification,0-10%,35-55,0,90,60,Withdrawn
789,AAA,2014J,M,West Midlands Region,HE Qualification,0-10%,35-55,1,60,60,Fail
790,AAA,2014J,M,West Midlands Region,HE Qualification,0-10%,35-55,1,60,60,Fail
791,AAA,2013J,M,Yorkshire Region,A Level or Equivalent,20-30%,35-55,0,60,66,Withdrawn
792,AAA,2013J,M,Yorkshire Region,A Level or Equivalent,20-30%,35-55,0,60,66,Withdrawn
793,AAA,2014J,M,Yorkshire Region,A Level or Equivalent,20-30%,35-55,1,60,66,Pass
794,AAA,2014J,M,Yorkshire Region,A Level or Equivalent,20-30%,35-55,1,60,66,Pass
795,AAA,2013J,M,West Midlands Region,Lower Than A Level,0-10%,35-55,0,60,90,Withdrawn
796,AAA,2013J,M,West Midlands Region,Lower Than A Level,0-10%,35-55,0,60,90,Withdrawn
797,AAA,2014J,M,West Midlands Region,Lower Than A Level,0-10%,35-55,1,120,90,Pass
798,AAA,2014J,M,West Midlands Region,Lower Than A Level,0-10%,35-55,1,120,90,Pass
799,AAA,2013J,F,London Region,Lower Than A Level,30-40%,35-55,0,60,68,Withdrawn
800,AAA,2013J,F,London Region,Lower Than A Level,30-40%,35-55,0,60,68,Withdrawn
801,AAA,2014J,F,London Region,Lower Than A Level,30-40%,35-55,1,60,68,Fail
802,AAA,2014J,F,London Region,Lower Than A Level,30-40%,35-55,1,60,68,Fail
803,AAA,2013J,M,London Region,A Level or Equivalent,50-60%,35-55,0,120,71,Withdrawn
804,AAA,2013J,M,London Region,A Level or Equivalent,50-60%,35-55,0,120,71,Withdrawn
805,AAA,2014J,M,London Region,A Level or Equivalent,50-60%,35-55,1,60,71,Pass
806,AAA,2014J,M,London Region,A Level or Equivalent,50-60%,35-55,1,60,71,Pass
807,AAA,2013J,M,Wales,A Level or Equivalent,90-100%,35-55,0,60,79,Withdrawn
808,AAA,2013J,M,Wales,A Level or Equivalent,90-100%,35-55,0,60,79,Withdrawn
809,AAA,2014J,M,Wales,A Level or Equivalent,90-100%,35-55,1,60,79,Pass
810,AAA,2014J,M,Wales,A Level or Equivalent,90-100%,35-55,1,60,79,Pass
811,AAA,2013J,F,East Anglian Region,A Level or Equivalent,70-80%,0-35,0,180,68,Withdrawn
812,AAA,2013J,F,East Anglian Region,A Level or Equivalent,70-80%,0-35,0,180,68,Withdrawn
813,AAA,2014J,F,East Anglian Region,A Level or Equivalent,70-80%,0-35,1,60,68,Pass
814,AAA,2014J,F,East Anglian Region,A Level or Equivalent,70-80%,0-35,1,60,68,Pass
815,AAA,2013J,M,South Region,A Level or Equivalent,90-100%,0-35,0,120,67,Withdrawn
816,AAA,2013J,M,South Region,A Level or Equivalent,90-100%,0-35,0,120,67,Withdrawn
817,AAA,2014J,M,South Region,A Level or Equivalent,90-100%,0-35,1,60,67,Pass
818,AAA,2014J,M,South Region,A Level or Equivalent,90-100%,0-35,1,60,67,Pass
819,AAA,2014J,M,South Region,Lower Than A Level,80-90%,35-55,0,60,50,Withdrawn
820,AAA,2014J,M,South Region,Lower Than A Level,80-90%,35-55,0,60,50,Withdrawn
821,AAA,2014J,M,South East Region,Lower Than A Level,Oct-20,35-55,0,60,42,Withdrawn
822,AAA,2014J,M,South East Region,Lower Than A Level,Oct-20,35-55,0,60,42,Withdrawn
823,AAA,2014J,F,South West Region,A Level or Equivalent,60-70%,35-55,0,60,61,Withdrawn
824,AAA,2014J,F,South West Region,A Level or Equivalent,60-70%,35-55,0,60,61,Withdrawn
825,AAA,2014J,F,Wales,A Level or Equivalent,0-10%,0-35,0,120,72,Withdrawn
826,AAA,2014J,F,Wales,A Level or Equivalent,0-10%,0-35,0,120,72,Withdrawn
827,AAA,2014J,F,South East Region,A Level or Equivalent,80-90%,0-35,0,60,77,Withdrawn
828,AAA,2014J,F,South East Region,A Level or Equivalent,80-90%,0-35,0,60,77,Withdrawn
829,AAA,2014J,M,East Anglian Region,Lower Than A Level,40-50%,0-35,0,120,54,Withdrawn
830,AAA,2014J,M,East Anglian Region,Lower Than A Level,40-50%,0-35,0,120,54,Withdrawn
831,AAA,2014J,F,London Region,A Level or Equivalent,20-30%,0-35,0,60,45,Withdrawn
